"int","int_label","has_participant","participant_label","has_dissociation_constant","dissociation_constant_value","dissociation_constant_error","is_confirmed_by","is_outcome_of"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.02lg8dx","prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
